"tingkat","mapel_id","ki_id","kode_kd","teks_kd"
"5","pkn","3","3.1","mengidentifikasi nilai-nilai Pancasila dalam kehidupan sehari-hari"
"5","pkn","3","3.2","memahami hak, kewajiban dan tanggung jawab sebagai warga dalam kehidupan sehari-hari"
"5","pkn","3","3.3","menelaah keberagaman sosial budaya masyarakat"
"5","pkn","3","3.4","menggali manfaat persatuan dan kesatuan untuk membangun kerukunan hidup"
"5","bid","3","3.1","menentukan pokok pikiran dalam teks lisan dan tulis"
"5","bid","3","3.2","mengklasifikasi informasi yang didapat dari buku ke dalam aspek : apa, di mana, kapan, siapa, mengapa, dan bagaimana"
"5","bid","3","3.3","meringkas teks penjelasan (eksplanasi) dari media cetak atau elektronik"
"5","bid","3","3.4","menganalisis informasi yang disampaikan paparan iklan dari media cetak atau elektronik"
"5","bid","3","3.5","menggali informasi penting dari teks narasi sejarah yang disajikan secara lisan dan tulis menggunakan aspek: apa, di mana, kapan, siapa, mengapa, dan bagaimana"
"5","bid","3","3.6","menggali isi dan amanat pantun yang disajikan secara lisan dan tulis dengan tujuan untuk kesenangan"
"5","bid","3","3.7","menguraikan konsep-konsep yang saling berkaitan pada teks nonfiksi"
"5","bid","3","3.8","menguraikan urutan peristiwa atau tindakan yang terdapat pada teks nonfiksi"
"5","bid","3","3.9","mencermati  penggunaan kalimat efektif dan ejaan dalam surat undangan (ulang tahun, kegiatan sekolah, kenaikan kelas, dll.)"
"5","ipa","3","3.1","menjelaskan alat gerak dan fungsinya pada hewan dan manusia serta cara memelihara kesehatan alat gerak manusia"
"5","ipa","3","3.2","menjelaskan organ pernafasan dan fungsinya pada hewan dan manusia, serta cara memelihara kesehatan organ pernapasan manusia"
"5","ipa","3","3.3","menjelaskan organ pencernaan dan fungsinya pada hewan dan manusia serta cara memelihara kesehatan organ pencernaan manusia"
"5","ipa","3","3.4","menjelaskan organ peredaran darah dan fungsinya pada hewan dan manusia serta cara memelihara kesehatan organ peredaran darah manusia"
"5","ipa","3","3.5","menganalisis hubungan antar komponen ekosistem dan jaring-jaring makanan di lingkungan sekitar"
"5","ipa","3","3.6","menerapkan konsep perpindahan kalor dalam kehidupan sehari-hari"
"5","ipa","3","3.7","menganalisis pengaruh kalor terhadap perubahan suhu dan wujud benda dalam kehidupan sehari-hari"
"5","ipa","3","3.8","menganalisis siklus air dan dampaknya pada peristiwa di bumi serta kelangsungan mahluk hidup"
"5","ipa","3","3.9","mengelompokkan materi dalam kehidupan sehari-hari berdasarkan komponen penyusunnya (zat tunggal dan campuran)"
"5","ips","3","3.1","mengidentifikasi karakteristik geografis Indonesia sebagai negara kepulauan/maritim dan agraris serta pengaruhnya terhadap kehidupan ekonomi, sosial, budaya, komunikasi, serta transportasi."
"5","ips","3","3.2","menganalisis bentuk bentuk interaksi manusia dengan lingkungan dan pengaruhnya terhadap pembangunan sosial, budaya, dan ekonomi masyarakat Indonesia."
"5","ips","3","3.3","menganalisis peran ekonomi dalam upaya menyejahterakan kehidupan masyarakat di bidang sosial dan budaya untuk memperkuat kesatuan dan persatuan bangsa."
"5","ips","3","3.4","mengidentifikasi faktor-faktor penting penyebab penjajahan bangsa Indonesia dan upaya bangsa Indonesia dalam mempertahankan kedaulatannya."
"5","mtk","3","3.1","menjelaskan dan melakukan penjumlahan dan pengurangan dua pecahan dengan penyebut berbeda"
"5","mtk","3","3.2","menjelaskan dan melakukan perkalian dan pembagian pecahan dan desimal"
"5","mtk","3","3.3","menjelaskan perbandingan dua besaran yang berbeda (kecepatan sebagai perbandingan jarak dengan waktu, debit sebagai perbandingan volume dan waktu)"
"5","mtk","3","3.4","menjelaskan skala melalui denah"
"5","mtk","3","3.5","menjelaskan, dan menentukan volume bangun ruang dengan menggunakan satuan volume (seperti kubus satuan) serta hubungan pangkat tiga dengan akar pangkat tiga"
"5","mtk","3","3.6","menjelaskan dan menemukan jaring-jaring bangun ruang sederhana (kubus dan balok)"
"5","mtk","3","3.7","menjelaskan data yang berkaitan dengan diri peserta didik atau lingkungan sekitar serta cara pengumpulannya"
"5","mtk","3","3.8","menjelaskan penyajian data yang berkaitan dengan diri peserta didik dan membandingkan dengan data dari lingkungan sekitar dalam bentuk daftar, tabel, diagram gambar (piktogram), diagram batang, atau diagram garis"
"5","sbdp","3","3.1","memahami gambar cerita"
"5","sbdp","3","3.2","memahami tangga nada"
"5","sbdp","3","3.3","memahami pola lantai dalam tari kreasi daerah"
